coeffs
0.0
0.00390625
0.0
-0.00390625
0.0
-0.00390625
0.0234375
0.0
-0.04296875
0.015625
-0.01953125
0.12109375
0.0
-0.31640625
0.23046875
0.23046875
-0.31640625
0.0
0.12109375
-0.01953125
0.015625
-0.04296875
0.0
0.0234375
-0.00390625
0.0
-0.00390625
0.0
0.00390625
0.0
