coeffs
0.0
0.0
0.0
0.00390625
0.0078125
-0.00390625
-0.01171875
0.0
0.02734375
0.02734375
-0.02734375
-0.07421875
0.0
0.1953125
0.37109375
0.37109375
0.1953125
0.0
-0.07421875
-0.02734375
0.02734375
0.02734375
0.0
-0.01171875
-0.00390625
0.0078125
0.00390625
0.0
0.0
0.0
