freq,resp
0.0,0.0
0.01953125,9.120850862248924e-05
0.0390625,0.000364075604551283
0.05859374999999999,0.0008163324637994187
0.078125,0.00144421920605229
0.09765625,0.0022425169256928197
0.11718749999999999,0.0032045921207818303
0.13671875,0.0043224531114762635
0.15625,0.005586817930703709
0.17578125,0.006987193067510277
0.1953125,0.008511962347898491
0.21484374999999997,0.010148485150548416
0.23437499999999997,0.011883203076145403
0.25390625,0.013701754120016398
0.2734375,0.015589093338688745
0.29296875,0.017529618952408062
0.3125,0.019507302787683794
0.33203125,0.02150582393662576
0.3515625,0.023508704493212625
0.37109375,0.025499446220311004
0.390625,0.027461667005111837
0.41015625,0.029379235973988022
0.42968749999999994,0.03123640616054575
0.44921874999999994,0.033017943651491556
0.46874999999999994,0.03470925217430772
0.48828125000000006,0.03629649213678526
0.5078125,0.03776669318166249
0.52734375,0.0391078593783921
0.546875,0.04030906623831974
0.5664062500000001,0.041360548808474784
0.5859375,0.04225378017211418
0.60546875,0.042981539760583574
0.625,0.04353797096066497
0.6445312500000001,0.04391862758336952
0.6640625,0.0441205088443687
0.6835937499999999,0.04414208259178733
0.703125,0.04398329660423556
0.72265625,0.04364557786970534
0.7421875,0.043131819844624775
0.76171875,0.04244635778098516
0.78125,0.04159493229818345
0.80078125,0.04058464146444672
0.8203125,0.03942388174006872
0.83984375,0.03812227822083486
0.8593749999999999,0.03669060470456597
0.87890625,0.035140694185943885
0.8984374999999999,0.033485340464461104
0.9179687500000001,0.03173819162650893
0.9374999999999999,0.02991363623523726
0.95703125,0.028026683129357428
0.9765625000000001,0.026092835794679185
0.99609375,0.02412796232857719
1.015625,0.022148162067112984
1.03515625,0.020169629986747647
1.0546875,0.018208520026101047
1.07421875,0.016280808498145075
1.09375,0.01440215877810602
1.11328125,0.012587788457206265
1.1328125000000002,0.010852340146287873
1.15234375,0.009209757096221417
1.171875,0.0076731647733315105
1.19140625,0.006254759487857109
1.2109375,0.00496570512176649
1.23046875,0.0038160389390234
1.25,0.002814587387369135
1.26953125,0.0019688927160424288
1.2890625000000002,0.0012851511395296149
1.30859375,0.000768163174168689
1.328125,0.00042129666327976215
1.34765625,0.00024646288867180463
1.3671874999999998,0.00024410604303278592
1.38671875,0.00041320621032384704
1.40625,0.0007512958713486499
1.4257812499999998,0.0012544898204339954
1.4453125,0.0019175282484597158
1.46484375,0.0027338326185000197
1.484375,0.0036955738347885818
1.5039062500000002,0.004793752084780386
1.5234375,0.006018287619168826
1.54296875,0.007358121627124562
1.5625,0.008801326264322454
1.5820312499999998,0.010335222801187559
1.6015625,0.011946506778326278
1.6210937500000002,0.01362137898599853
1.640625,0.015345681025778189
1.6601562499999998,0.01710503416450022
1.6796875,0.0188849801543548
1.69921875,0.02067112266783444
1.7187499999999998,0.022449267982443347
1.7382812500000002,0.02420556354724098
1.7578125,0.02592663307112426
1.77734375,0.027599706790976834
1.7968749999999998,0.02921274560579789
1.81640625,0.03075455780037141
1.8359375000000002,0.032214907128442986
1.85546875,0.03358461108011693
1.8749999999999998,0.034855628221111074
1.89453125,0.03602113356170738
1.9140625,0.03707558099091654
1.93359375,0.038014751895498106
1.9531250000000002,0.038835789174294956
1.97265625,0.039537215955087475
1.9921875,0.040118938423929
2.01171875,0.04058223228506365
2.03125,0.04092971248315186
2.0507812500000004,0.04116528593796873
2.0703125,0.04129408716497556
2.08984375,0.04132239678265541
2.109375,0.04125754303879286
2.12890625,0.04110778662254761
2.1484375,0.04088218916640299
2.16796875,0.04059046598115682
2.1875,0.04024282370730464
2.20703125,0.03984978370601762
2.2265625,0.03942199215163292
2.24609375,0.0389700179234937
2.2656250000000004,0.03850413952680424
2.28515625,0.038034122398105885
2.3046875,0.03756898806948182
2.32421875,0.03711677677459617
2.34375,0.0366843051777469
2.36328125,0.036276920991723034
2.3828125,0.03589825632044583
2.40234375,0.03554998161545695
2.421875,0.03523156217065271
2.4414062499999996,0.034940019094970465
2.4609375,0.03466969669751052
2.48046875,0.03441203819262853
2.5,0.03415537158328382
2.51953125,0.03388470750949998
2.5390625,0.033581550755044
2.55859375,0.03322372699032804
2.5781250000000004,0.032785226193993516
2.59765625,0.03223606404116061
2.6171875,0.03154216237490987
2.6367187499999996,0.030665249691338225
2.65625,0.029562782370323892
2.67578125,0.028187887176503293
2.6953125,0.026489325341375998
2.71484375,0.0244114783207924
2.7343749999999996,0.021894355106018774
2.75390625,0.018873620753960728
2.7734375,0.015280645596681844
2.7929687500000004,0.011042574394607162
2.8125,0.006082414515018661
2.83203125,0.00031914204975768247
2.8515624999999996,-0.006332175364055127
2.87109375,-0.01396024038756997
2.890625,-0.022657373965653455
2.91015625,-0.03251935102095531
2.9296875,-0.04364522549022926
2.9492187499999996,-0.05613714638178659
2.96875,-0.07010016655628633
2.98828125,-0.08564204593576988
3.0078125000000004,-0.1028730508287054
3.02734375,-0.1219057510233368
3.046875,-0.14285481624938212
3.0664062499999996,-0.16583681354117114
3.0859375,-0.19097000695526584
3.10546875,-0.21837416100490975
3.125,-0.24817034907412777
3.14453125,-0.2804807679682939
3.1640624999999996,-0.3154285596472134
3.18359375,-0.35313764107360535
3.203125,-0.39373254299573857
3.2226562499999996,-0.4373382583698284
3.2421875000000004,-0.4840801010171017
3.2617187500000004,-0.5340835750033788
3.28125,-0.587474255127
3.30078125,-0.6443776788047484
3.3203124999999996,-0.7049192495558486
3.33984375,-0.7692241522019604
3.359375,-0.8374172798264922
3.3789062499999996,-0.9096231724701721
3.3984375,-0.9859659674813406
3.41796875,-1.0665693613894356
