coeffs
0.0
0.00390625
0.0
-0.0078125
0.0
0.01171875
0.0
0.0078125
-0.00390625
-0.0625
0.046875
0.1328125
-0.109375
-0.1796875
0.16796875
0.16796875
-0.1796875
-0.109375
0.1328125
0.046875
-0.0625
-0.00390625
0.0078125
0.0
0.01171875
0.0
-0.0078125
0.0
0.00390625
0.0
