freq,resp
0.0,-39.86011402906796
0.0390625,-39.857365668046924
0.078125,-39.849152987096474
0.11718749999999999,-39.83557268543637
0.15625,-39.81678425437646
0.1953125,-39.79300752251063
0.23437499999999997,-39.7645193283348
0.2734375,-39.73164942243099
0.3125,-39.69477572091424
0.3515625,-39.654319045259186
0.390625,-39.610737490603846
0.42968749999999994,-39.564520565291815
0.46874999999999994,-39.51618323929963
0.5078125,-39.46626002912165
0.546875,-39.41529923270565
0.5859375,-39.36385741128369
0.625,-39.31249419658725
0.6640625,-39.26176748303006
0.703125,-39.21222904594286
0.7421875,-39.164420609583374
0.78125,-39.11887037300802
0.8203125,-39.07608998832639
0.8593749999999999,-39.03657197457031
0.8984374999999999,-39.00078754143151
0.9374999999999999,-38.96918479036838
0.9765625000000001,-38.94218725589225
1.015625,-38.92019274698776
1.0546875,-38.90357244733068
1.09375,-38.892670232988365
1.1328125000000002,-38.88780216735264
1.171875,-38.8892561349277
1.2109375,-38.89729157806424
1.25,-38.912139303628564
1.2890625000000002,-38.93400132976509
1.328125,-38.96305074626178
1.3671874999999998,-38.999431565475994
1.40625,-39.04325854427953
1.4453125,-39.09461696102544
1.484375,-39.153562335108475
1.5234375,-39.2201200803465
1.5625,-39.29428508713405
1.6015625,-39.37602123221946
1.640625,-39.465260819041546
1.6796875,-39.56190395591566
1.7187499999999998,-39.66581788403245
1.7578125,-39.77683627226852
1.7968749999999998,-39.89475850125331
1.8359375000000002,-40.01934896499341
1.8749999999999998,-40.150336424615965
1.9140625,-40.287413455391146
1.9531250000000002,-40.43023603503229
1.9921875,-40.578423328156646
2.03125,-40.73155772849574
2.0703125,-40.88918522661088
2.109375,-41.05081617608326
2.1484375,-41.21592653487028
2.1875,-41.38395966014016
2.2265625,-41.55432873372267
2.2656250000000004,-41.72641989060673
2.3046875,-41.89959611395697
2.34375,-42.073201946245746
2.3828125,-42.24656904681423
2.421875,-42.41902260122849
2.4609375,-42.58988855730382
2.5,-42.75850162719636
2.5390625,-42.92421395561918
2.5781250000000004,-43.08640431271584
2.6171875,-43.2444876286705
2.65625,-43.39792464849935
2.6953125,-43.546231452674256
2.7343749999999996,-43.68898856541367
2.7734375,-43.825849360457894
2.8125,-43.956547476233425
2.8515624999999996,-44.08090296980667
2.890625,-44.19882697212724
2.9296875,-44.310324654566166
2.96875,-44.41549637618378
3.0078125000000004,-44.514536948832905
3.046875,-44.6077330286425
3.0859375,-44.69545871273165
3.125,-44.778169484411336
3.1640624999999996,-44.85639470446708
3.203125,-44.930728887178894
3.2421875000000004,-45.00182202562209
3.28125,-45.07036924092806
3.3203124999999996,-45.13710002529811
3.359375,-45.20276733049894
3.3984375,-45.26813672493116
3.4374999999999996,-45.33397580628116
3.4765625000000004,-45.40104401643666
3.515625,-45.470082963911516
3.5546875,-45.54180731917556
3.5937499999999996,-45.616896312349375
3.6328125,-45.6959858324188
3.6718750000000004,-45.779661103746434
3.7109375,-45.86844990003361
3.7499999999999996,-45.96281624856619
3.7890625,-46.06315457885559
3.828125,-46.169784279901044
3.8671875,-46.28294464939357
3.9062500000000004,-46.40279024650083
3.9453125,-46.529386697552496
3.984375,-46.662707051263695
4.0234375,-46.802628837002906
4.0625,-46.94893204586228
4.101562500000001,-47.101298328969946
4.140625,-47.25931178896754
4.1796875,-47.42246182589275
4.21875,-47.59014858347128
4.2578125,-47.761691619768605
4.296875,-47.93634248925856
4.3359375,-48.11330196198848
4.375,-48.291742609306006
4.4140625,-48.470837444928236
4.453125,-48.64979521848163
4.4921875,-48.82790281577432
4.531250000000001,-49.00457503597881
4.5703125,-49.17941181492354
4.609375,-49.3522627884851
4.6484375,-49.52329900459812
4.6875,-49.69309168382158
4.7265625,-49.862698308510005
4.765625,-50.033757128951635
4.8046875,-50.2085925885755
4.84375,-50.390336429755074
4.882812499999999,-50.58307270664707
4.921875,-50.792020195647666
4.9609375,-51.02377381014491
5.0,-51.286639550768484
5.0390625,-51.59111902397087
5.078125,-51.950637174601994
5.1171875,-52.38267636383108
5.156250000000001,-52.91061620246498
5.1953125,-53.56686472402246
5.234375,-54.39851871161653
5.273437499999999,-55.47843828683529
5.3125,-56.929381990318184
5.3515625,-58.985454869561266
5.390625,-62.19240563088782
5.4296875,-68.4678935957161
5.468749999999999,-81.7778974769924
5.5078125,-64.35192637025699
5.546875,-58.3943215427647
5.585937500000001,-54.515327063207046
5.625,-51.54990710954581
5.6640625,-49.102305327990905
5.703124999999999,-46.989875225207655
5.7421875,-45.11327808139329
5.78125,-43.41253611522824
5.8203125,-41.84869749101253
5.859375,-40.395059680726135
5.898437499999999,-39.032533977599186
5.9375,-37.747008537146186
5.9765625,-36.527758491246026
6.015625000000001,-35.36644140841551
6.0546875,-34.25643765377767
6.09375,-33.192403018128196
6.132812499999999,-32.16995686669352
6.171875,-31.185459557724002
6.2109375,-30.235850274745854
6.25,-29.31852671791671
6.2890625,-28.431254405223495
6.328124999999999,-27.572097306641833
6.3671875,-26.73936410182816
6.40625,-25.931566049565152
6.445312499999999,-25.147383602876445
6.484375000000001,-24.385639691279913
6.523437500000001,-23.645278142124035
6.5625,-22.925346103586616
6.6015625,-22.2249796129914
6.640624999999999,-21.543391658921824
6.6796875,-20.879862236622067
6.71875,-20.233730008715618
6.757812499999999,-19.604385267983897
6.796875,-18.991263963303584
6.8359375,-18.393842599158507
6.874999999999999,-17.811633857238917
6.914062500000001,-17.244182818294323
6.953125000000001,-16.691063685651116
6.9921875,-16.15187693015034
7.03125,-15.626246790828946
7.070312499999999,-15.113819077306683
